Anexo VII;;;;;;;;;;;;;;;;
Portaria Interministerial MEC/MF nº 11, de 28 de agosto de 2026;;;;;;;;;;;;;;;;
Cronograma de Desembolso da Complementação da União-VAAR ao Fundeb no Ano de 2026 (art. 16, § 2º, da Lei nº 14.113/2020);;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
UF;Ente Federado;"Código 
IBGE";Janeiro;Fevereiro;Março;Abril;Maio;Junho;Julho;Agosto;Setembro;Outubro;Novembro;Dezembro;Janeiro do ano seguinte;Total
SP;DOBRADA;3514007; 10.612,53 ; 11.673,78 ; 12.735,04 ; 13.796,29 ; 14.797,93 ; 15.903,87 ; 15.903,87 ; 16.964,13 ; 17.374,11 ; 17.374,34 ; 17.374,34 ; 17.374,34 ; 32.097,27 ; 213.981,84 
SP;DRACENA;3514403; 145.773,15 ; 160.350,46 ; 174.927,78 ; 189.505,09 ; 203.322,51 ; 218.469,75 ; 218.469,75 ; 233.034,40 ; 238.116,62 ; 238.595,85 ; 238.595,85 ; 238.595,85 ; 440.780,66 ; 2.938.537,72 
SP;ECHAPORA;3514700; 13.475,95 ; 14.823,54 ; 16.171,14 ; 17.518,73 ; 18.790,59 ; 20.194,97 ; 20.194,97 ; 21.541,30 ; 22.061,90 ; 22.062,19 ; 22.062,19 ; 22.062,19 ; 40.757,58 ; 271.717,24 
SP;ELIAS FAUSTO;3514908; 106.856,71 ; 117.542,38 ; 128.228,05 ; 138.913,72 ; 149.040,05 ; 160.145,23 ; 160.145,23 ; 170.821,58 ; 174.568,16 ; 174.901,14 ; 174.901,14 ; 174.901,14 ; 323.111,39 ; 2.154.075,92 
SP;EMBAUBA;3514957; 8.809,25 ; 9.690,17 ; 10.571,10 ; 11.452,02 ; 12.287,44 ; 13.202,48 ; 13.202,48 ; 14.082,65 ; 14.386,59 ; 14.418,31 ; 14.418,31 ; 14.418,31 ; 26.636,31 ; 177.575,42 
SP;EMILIANOPOLIS;3515129; 17.137,52 ; 18.851,27 ; 20.565,02 ; 22.278,78 ; 23.903,02 ; 25.683,89 ; 25.683,89 ; 27.396,15 ; 27.995,78 ; 28.050,25 ; 28.050,25 ; 28.050,25 ; 51.819,89 ; 345.465,96 
SP;ESPIRITO SANTO DO PINHAL;3515186; 41.377,53 ; 45.515,28 ; 49.653,04 ; 53.790,79 ; 59.088,69 ; 62.356,32 ; 62.356,32 ; 66.513,41 ; 68.120,85 ; 68.121,77 ; 68.121,77 ; 68.121,77 ; 125.847,80 ; 838.985,34 
SP;ESPIRITO SANTO DO TURVO;3515194; 22.544,53 ; 24.798,98 ; 27.053,43 ; 29.307,89 ; 31.445,24 ; 33.787,50 ; 33.787,50 ; 36.040,00 ; 36.822,75 ; 36.899,67 ; 36.899,67 ; 36.899,67 ; 68.168,26 ; 454.455,09 
SP;ESTRELA DO NORTE;3515301; 11.575,99 ; 12.733,59 ; 13.891,19 ; 15.048,79 ; 16.146,28 ; 17.348,94 ; 17.348,94 ; 18.505,54 ; 18.907,61 ; 18.946,98 ; 18.946,98 ; 18.946,98 ; 35.002,55 ; 233.350,36 
SP;EUCLIDES DA CUNHA PAULISTA;3515350; 13.448,05 ; 14.792,86 ; 16.137,66 ; 17.482,47 ; 18.751,67 ; 20.153,17 ; 20.153,17 ; 21.496,72 ; 22.016,25 ; 22.016,53 ; 22.016,53 ; 22.016,53 ; 40.673,22 ; 271.154,83 
SP;FERNANDO PRESTES;3515608; 31.409,25 ; 34.550,18 ; 37.691,10 ; 40.832,03 ; 43.809,23 ; 47.072,93 ; 47.072,93 ; 50.211,12 ; 51.306,94 ; 51.409,54 ; 51.409,54 ; 51.409,54 ; 94.973,70 ; 633.158,03 
SP;FERNAO;3515657; 7.407,45 ; 8.148,20 ; 8.888,95 ; 9.629,69 ; 10.331,96 ; 11.101,54 ; 11.101,54 ; 11.841,64 ; 12.099,52 ; 12.124,20 ; 12.124,20 ; 12.124,20 ; 22.398,19 ; 149.321,28 
SP;FLOREAL;3515905; 3.983,26 ; 4.381,59 ; 4.779,91 ; 5.178,24 ; 5.554,24 ; 5.969,29 ; 5.969,29 ; 6.367,24 ; 6.521,12 ; 6.521,21 ; 6.521,21 ; 6.521,21 ; 12.047,25 ; 80.315,06 
SP;FLORINIA;3516101; 3.060,27 ; 3.366,30 ; 3.672,33 ; 3.978,35 ; 4.267,19 ; 4.586,11 ; 4.586,11 ; 4.891,85 ; 5.010,09 ; 5.010,14 ; 5.010,14 ; 5.010,14 ; 9.255,70 ; 61.704,72 
SP;GARCA;3516705; 133.238,62 ; 146.562,48 ; 159.886,34 ; 173.210,20 ; 187.569,93 ; 200.116,91 ; 200.116,91 ; 213.458,04 ; 218.128,53 ; 218.554,32 ; 218.554,32 ; 218.554,32 ; 403.756,05 ; 2.691.706,97 
SP;GASTAO VIDIGAL;3516804; 3.759,51 ; 4.135,46 ; 4.511,41 ; 4.887,36 ; 5.242,23 ; 5.633,98 ; 5.633,98 ; 6.009,57 ; 6.154,81 ; 6.154,89 ; 6.154,89 ; 6.154,89 ; 11.370,52 ; 75.803,50 
SP;GAVIAO PEIXOTO;3516853; 17.988,67 ; 19.787,54 ; 21.586,40 ; 23.385,27 ; 25.083,03 ; 26.957,71 ; 26.957,71 ; 28.754,89 ; 29.449,79 ; 29.450,22 ; 29.450,22 ; 29.450,22 ; 54.406,17 ; 362.707,84 
SP;GUAIMBE;3517307; 21.750,27 ; 23.925,30 ; 26.100,33 ; 28.275,36 ; 30.336,86 ; 32.597,02 ; 32.597,02 ; 34.770,15 ; 35.530,36 ; 35.600,21 ; 35.600,21 ; 35.600,21 ; 65.767,64 ; 438.450,94 
SP;GUARACAI;3517802; 21.096,78 ; 23.206,46 ; 25.316,14 ; 27.425,82 ; 29.425,65 ; 31.617,70 ; 31.617,70 ; 33.725,55 ; 34.460,52 ; 34.530,34 ; 34.530,34 ; 34.530,34 ; 63.791,17 ; 425.274,51 
SP;GUARACI;3517901; 57.973,52 ; 63.770,87 ; 69.568,22 ; 75.365,58 ; 80.859,45 ; 86.884,42 ; 86.884,42 ; 92.676,71 ; 94.709,19 ; 94.889,99 ; 94.889,99 ; 94.889,99 ; 175.299,24 ; 1.168.661,59 
SP;GUARANTA;3518107; 22.339,63 ; 24.573,59 ; 26.807,56 ; 29.041,52 ; 31.158,71 ; 33.480,24 ; 33.480,24 ; 35.712,25 ; 36.494,62 ; 36.565,01 ; 36.565,01 ; 36.565,01 ; 67.550,01 ; 450.333,40 
SP;GUARARAPES;3518206; 53.156,18 ; 58.471,80 ; 63.787,42 ; 69.103,04 ; 74.119,60 ; 79.659,52 ; 79.659,52 ; 84.970,15 ; 87.023,59 ; 87.024,83 ; 87.024,83 ; 87.024,83 ; 160.769,18 ; 1.071.794,49 
SP;GUARAREMA;3518305; 152.011,34 ; 167.212,48 ; 182.413,61 ; 197.614,74 ; 212.024,10 ; 227.819,07 ; 227.819,07 ; 243.007,01 ; 248.300,82 ; 248.805,67 ; 248.805,67 ; 248.805,67 ; 459.642,23 ; 3.064.281,48 
SP;GUAREI;3518503; 51.655,85 ; 56.821,43 ; 61.987,02 ; 67.152,60 ; 72.704,71 ; 77.580,42 ; 77.580,42 ; 82.752,45 ; 84.559,13 ; 84.727,63 ; 84.727,63 ; 84.727,63 ; 156.525,34 ; 1.043.502,26 
SP;GUARIBA;3518602; 203.342,01 ; 223.676,21 ; 244.010,41 ; 264.344,62 ; 283.616,10 ; 304.747,35 ; 304.747,35 ; 325.063,84 ; 332.177,87 ; 332.824,92 ; 332.824,92 ; 332.824,92 ; 614.858,92 ; 4.099.059,44 
SP;HERCULANDIA;3519006; 16.044,61 ; 17.649,07 ; 19.253,53 ; 20.857,99 ; 22.372,26 ; 24.044,35 ; 24.044,35 ; 25.647,31 ; 26.267,13 ; 26.267,49 ; 26.267,49 ; 26.267,49 ; 48.526,42 ; 323.509,49 
SP;IACANGA;3519105; 57.688,68 ; 63.457,55 ; 69.226,42 ; 74.995,29 ; 80.462,74 ; 86.457,69 ; 86.457,69 ; 92.221,54 ; 94.238,40 ; 94.423,18 ; 94.423,18 ; 94.423,18 ; 174.436,87 ; 1.162.912,41 
SP;IACRI;3519204; 6.084,75 ; 6.693,23 ; 7.301,71 ; 7.910,18 ; 8.484,49 ; 9.118,58 ; 9.118,58 ; 9.726,48 ; 9.961,54 ; 9.961,68 ; 9.961,68 ; 9.961,68 ; 18.403,15 ; 122.687,73 
SP;IBIRAREMA;3519501; 25.205,49 ; 27.726,04 ; 30.246,59 ; 32.767,14 ; 35.156,01 ; 37.775,31 ; 37.775,31 ; 40.293,66 ; 41.175,74 ; 41.255,73 ; 41.255,73 ; 41.255,73 ; 76.215,61 ; 508.104,09 
SP;ICEM;3519808; 33.064,92 ; 36.371,41 ; 39.677,90 ; 42.984,40 ; 46.117,32 ; 49.553,97 ; 49.553,97 ; 52.857,57 ; 54.021,99 ; 54.120,60 ; 54.120,60 ; 54.120,60 ; 99.982,10 ; 666.547,35 
SP;IGARACU DO TIETE;3520004; 75.879,11 ; 83.467,02 ; 91.054,94 ; 98.642,85 ; 105.834,09 ; 113.719,53 ; 113.719,53 ; 121.300,83 ; 123.955,76 ; 124.196,98 ; 124.196,98 ; 124.196,98 ; 229.440,82 ; 1.529.605,42 
SP;IGARATA;3520202; 62.320,44 ; 68.552,49 ; 74.784,53 ; 81.016,57 ; 86.923,32 ; 93.399,35 ; 93.399,35 ; 99.625,97 ; 101.802,32 ; 102.004,06 ; 102.004,06 ; 102.004,06 ; 188.441,74 ; 1.256.278,26 
SP;ILHA COMPRIDA;3520426; 91.987,43 ; 101.186,18 ; 110.384,92 ; 119.583,66 ; 128.301,04 ; 137.860,82 ; 137.860,82 ; 147.051,54 ; 150.275,10 ; 150.563,19 ; 150.563,19 ; 150.563,19 ; 278.149,61 ; 1.854.330,69 
SP;IPORANGA;3521200; 14.811,48 ; 16.292,63 ; 17.773,78 ; 19.254,92 ; 20.658,41 ; 22.197,79 ; 22.197,79 ; 23.677,64 ; 24.198,80 ; 24.243,35 ; 24.243,35 ; 24.243,35 ; 44.787,04 ; 298.580,33 
SP;IPUA;3521309; 70.939,02 ; 78.032,92 ; 85.126,82 ; 92.220,72 ; 98.943,25 ; 106.315,70 ; 106.315,70 ; 113.403,42 ; 115.890,36 ; 116.111,66 ; 116.111,66 ; 116.111,66 ; 214.504,05 ; 1.430.026,94 
SP;IRAPUA;3521507; 14.551,23 ; 16.006,35 ; 17.461,47 ; 18.916,60 ; 20.289,94 ; 21.806,38 ; 21.806,38 ; 23.260,14 ; 23.822,25 ; 23.822,60 ; 23.822,60 ; 23.822,60 ; 44.009,74 ; 293.398,28 
SP;ITABERA;3521705; 19.990,22 ; 21.989,24 ; 23.988,26 ; 25.987,28 ; 27.873,93 ; 29.957,22 ; 29.957,22 ; 31.954,36 ; 32.726,58 ; 32.727,06 ; 32.727,06 ; 32.727,06 ; 60.459,79 ; 403.065,28 
SP;ITAOCA;3522158; 6.353,12 ; 6.988,43 ; 7.623,75 ; 8.259,06 ; 8.858,69 ; 9.520,75 ; 9.520,75 ; 10.155,47 ; 10.400,90 ; 10.401,04 ; 10.401,04 ; 10.401,04 ; 19.214,82 ; 128.098,86 
SP;ITAPIRAPUA PAULISTA;3522653; 9.932,47 ; 10.925,72 ; 11.918,96 ; 12.912,21 ; 13.849,67 ; 14.884,74 ; 14.884,74 ; 15.877,05 ; 16.260,73 ; 16.260,98 ; 16.260,98 ; 16.260,98 ; 30.040,45 ; 200.269,68 
SP;ITAPOLIS;3522703; 62.228,76 ; 68.451,64 ; 74.674,52 ; 80.897,39 ; 86.770,18 ; 93.255,63 ; 93.255,63 ; 99.472,67 ; 101.876,61 ; 101.878,03 ; 101.878,03 ; 101.878,03 ; 188.208,91 ; 1.254.726,03 
SP;ITAPURA;3523008; 16.439,38 ; 18.083,31 ; 19.727,25 ; 21.371,19 ; 22.929,54 ; 24.637,64 ; 24.637,64 ; 26.280,15 ; 26.853,21 ; 26.907,33 ; 26.907,33 ; 26.907,33 ; 49.708,46 ; 331.389,76 
SP;ITAQUAQUECETUBA;3523107; 1.549.249,41 ; 1.704.174,35 ; 1.859.099,29 ; 2.014.024,23 ; 2.115.223,64 ; 2.310.442,74 ; 2.310.442,74 ; 2.464.472,25 ; 2.518.451,63 ; 2.523.318,84 ; 2.523.318,84 ; 2.523.318,84 ; 4.661.565,32 ; 31.077.102,12 
SP;ITU;3523909; 599.991,44 ; 659.990,58 ; 719.989,72 ; 779.988,86 ; 814.454,58 ; 893.603,81 ; 893.603,81 ; 953.177,40 ; 974.053,33 ; 975.937,13 ; 975.937,13 ; 975.937,13 ; 1.802.940,87 ; 12.019.605,79 
SP;ITUVERAVA;3524105; 150.944,54 ; 166.038,99 ; 181.133,44 ; 196.227,90 ; 215.278,77 ; 227.405,93 ; 227.405,93 ; 242.566,32 ; 247.898,72 ; 248.360,91 ; 248.360,91 ; 248.360,91 ; 458.820,58 ; 3.058.803,85 
SP;JABORANDI;3524204; 33.431,42 ; 36.774,56 ; 40.117,70 ; 43.460,84 ; 46.628,91 ; 50.103,34 ; 50.103,34 ; 53.443,56 ; 54.617,22 ; 54.720,10 ; 54.720,10 ; 54.720,10 ; 101.089,62 ; 673.930,81 
SP;JACI;3524501; 33.593,28 ; 36.952,61 ; 40.311,94 ; 43.671,27 ; 46.855,18 ; 50.346,05 ; 50.346,05 ; 53.702,45 ; 54.877,34 ; 54.984,58 ; 54.984,58 ; 54.984,58 ; 101.578,22 ; 677.188,13 
SP;JERIQUARA;3525409; 12.956,95 ; 14.252,65 ; 15.548,34 ; 16.844,04 ; 18.066,92 ; 19.417,21 ; 19.417,21 ; 20.711,69 ; 21.212,23 ; 21.212,52 ; 21.212,52 ; 21.212,52 ; 39.187,90 ; 261.252,70 
SP;JULIO MESQUITA;3525805; 21.050,87 ; 23.155,95 ; 25.261,04 ; 27.366,13 ; 29.361,37 ; 31.548,83 ; 31.548,83 ; 33.652,08 ; 34.387,53 ; 34.455,41 ; 34.455,41 ; 34.455,41 ; 63.652,73 ; 424.351,59 
SP;JUNDIAI;3525904; 609.411,45 ; 670.352,60 ; 731.293,74 ; 792.234,89 ; 849.747,90 ; 913.260,16 ; 913.260,16 ; 974.144,17 ; 997.686,28 ; 997.700,04 ; 997.700,04 ; 997.700,04 ; 1.843.145,56 ; 12.287.637,03 
SP;JUNQUEIROPOLIS;3526001; 77.875,14 ; 85.662,65 ; 93.450,16 ; 101.237,68 ; 108.620,65 ; 116.711,58 ; 116.711,58 ; 124.492,36 ; 127.194,05 ; 127.461,62 ; 127.461,62 ; 127.461,62 ; 235.471,90 ; 1.569.812,61 
SP;LUCELIA;3527405; 78.840,86 ; 86.724,94 ; 94.609,03 ; 102.493,11 ; 109.965,85 ; 118.158,46 ; 118.158,46 ; 126.035,69 ; 128.787,26 ; 129.043,97 ; 129.043,97 ; 129.043,97 ; 238.395,11 ; 1.589.300,68 
SP;LUPERCIO;3527801; 8.339,69 ; 9.173,66 ; 10.007,63 ; 10.841,60 ; 11.628,77 ; 12.497,81 ; 12.497,81 ; 13.331,00 ; 13.653,16 ; 13.653,36 ; 13.653,36 ; 13.653,36 ; 25.223,15 ; 168.154,36 
SP;LUTECIA;3527900; 12.116,35 ; 13.327,98 ; 14.539,62 ; 15.751,25 ; 16.899,83 ; 18.158,75 ; 18.158,75 ; 19.369,33 ; 19.791,35 ; 19.831,53 ; 19.831,53 ; 19.831,53 ; 36.636,67 ; 244.244,47 
SP;MACEDONIA;3528205; 13.912,07 ; 15.303,28 ; 16.694,49 ; 18.085,70 ; 19.404,58 ; 20.850,02 ; 20.850,02 ; 22.240,02 ; 22.723,75 ; 22.770,61 ; 22.770,61 ; 22.770,61 ; 42.066,30 ; 280.442,06 
SP;MARABA PAULISTA;3528700; 6.156,34 ; 6.771,97 ; 7.387,61 ; 8.003,24 ; 8.584,33 ; 9.225,85 ; 9.225,85 ; 9.840,91 ; 10.078,75 ; 10.078,87 ; 10.078,87 ; 10.078,87 ; 18.619,66 ; 124.131,12 
SP;MARACAI;3528809; 45.266,64 ; 49.793,30 ; 54.319,96 ; 58.846,62 ; 63.136,60 ; 67.840,80 ; 67.840,80 ; 72.363,52 ; 73.947,60 ; 74.091,29 ; 74.091,29 ; 74.091,29 ; 136.875,84 ; 912.505,55 
SP;MARIAPOLIS;3528908; 11.933,60 ; 13.126,96 ; 14.320,32 ; 15.513,68 ; 16.644,77 ; 17.884,82 ; 17.884,82 ; 19.077,14 ; 19.494,34 ; 19.532,57 ; 19.532,57 ; 19.532,57 ; 36.084,37 ; 240.562,53 
SP;MARINOPOLIS;3529104; 3.471,89 ; 3.819,08 ; 4.166,27 ; 4.513,45 ; 4.841,19 ; 5.202,95 ; 5.202,95 ; 5.549,81 ; 5.683,93 ; 5.684,01 ; 5.684,01 ; 5.684,01 ; 10.500,62 ; 70.004,17 
SP;MENDONCA;3529500; 30.728,60 ; 33.801,46 ; 36.874,32 ; 39.947,18 ; 42.860,42 ; 46.052,99 ; 46.052,99 ; 49.123,19 ; 50.189,73 ; 50.294,89 ; 50.294,89 ; 50.294,89 ; 92.914,50 ; 619.430,05 
SP;MIGUELOPOLIS;3529708; 46.872,62 ; 51.559,89 ; 56.247,15 ; 60.934,41 ; 65.357,96 ; 70.243,02 ; 70.243,02 ; 74.925,88 ; 76.736,61 ; 76.737,67 ; 76.737,67 ; 76.737,67 ; 141.764,75 ; 945.098,32 
SP;MINEIROS DO TIETE;3529807; 19.451,11 ; 21.396,22 ; 23.341,33 ; 25.286,44 ; 27.122,17 ; 29.149,31 ; 29.149,31 ; 31.092,60 ; 31.844,02 ; 31.844,45 ; 31.844,45 ; 31.844,45 ; 58.829,26 ; 392.195,12 
SP;MIRASSOL;3530300; 194.972,56 ; 214.469,81 ; 233.967,07 ; 253.464,33 ; 272.167,71 ; 292.260,39 ; 292.260,39 ; 311.744,42 ; 318.543,63 ; 319.184,36 ; 319.184,36 ; 319.184,36 ; 589.659,43 ; 3.931.062,82 
SP;MIRASSOLANDIA;3530409; 21.381,18 ; 23.519,30 ; 25.657,42 ; 27.795,54 ; 29.822,56 ; 32.043,98 ; 32.043,98 ; 34.180,24 ; 34.923,22 ; 34.995,64 ; 34.995,64 ; 34.995,64 ; 64.650,76 ; 431.005,10 
SP;MONCOES;3531001; 3.489,78 ; 3.838,76 ; 4.187,74 ; 4.536,72 ; 4.866,15 ; 5.229,77 ; 5.229,77 ; 5.578,42 ; 5.713,23 ; 5.713,31 ; 5.713,31 ; 5.713,31 ; 10.554,75 ; 70.365,02 
SP;MONTE ALTO;3531308; 159.669,89 ; 175.636,88 ; 191.603,86 ; 207.570,85 ; 223.330,16 ; 239.452,93 ; 239.452,93 ; 255.416,46 ; 261.020,11 ; 261.516,52 ; 261.516,52 ; 261.516,52 ; 483.124,17 ; 3.220.827,80 
SP;MONTE APRAZIVEL;3531407; 91.128,52 ; 100.241,37 ; 109.354,22 ; 118.467,07 ; 127.311,13 ; 136.625,59 ; 136.625,59 ; 145.733,96 ; 148.929,73 ; 149.214,30 ; 149.214,30 ; 149.214,30 ; 275.657,67 ; 1.837.717,75 
SP;MONTE CASTELO;3531605; 7.659,63 ; 8.425,60 ; 9.191,56 ; 9.957,52 ; 10.680,45 ; 11.478,68 ; 11.478,68 ; 12.243,93 ; 12.539,82 ; 12.540,00 ; 12.540,00 ; 12.540,00 ; 23.166,33 ; 154.442,20 
SP;NHANDEARA;3532603; 12.185,34 ; 13.403,88 ; 14.622,41 ; 15.840,94 ; 17.416,88 ; 18.367,36 ; 18.367,36 ; 19.591,85 ; 20.065,33 ; 20.065,60 ; 20.065,60 ; 20.065,60 ; 37.069,08 ; 247.127,23 
SP;NIPOA;3532702; 11.927,31 ; 13.120,04 ; 14.312,77 ; 15.505,50 ; 16.631,22 ; 17.874,19 ; 17.874,19 ; 19.065,80 ; 19.526,55 ; 19.526,84 ; 19.526,84 ; 19.526,84 ; 36.073,77 ; 240.491,86 
SP;NOVA CAMPINA;3532827; 54.680,28 ; 60.148,31 ; 65.616,34 ; 71.084,37 ; 76.265,59 ; 81.948,74 ; 81.948,74 ; 87.411,99 ; 89.333,86 ; 89.500,19 ; 89.500,19 ; 89.500,19 ; 165.342,15 ; 1.102.280,94 
SP;NOVA CANAA PAULISTA;3532843; 6.844,61 ; 7.529,07 ; 8.213,53 ; 8.897,99 ; 9.547,08 ; 10.258,04 ; 10.258,04 ; 10.941,91 ; 11.178,55 ; 11.202,79 ; 11.202,79 ; 11.202,79 ; 20.695,97 ; 137.973,16 
SP;NOVA CASTILHO;3532868; 2.362,31 ; 2.598,54 ; 2.834,78 ; 3.071,01 ; 3.294,02 ; 3.540,15 ; 3.540,15 ; 3.776,16 ; 3.867,42 ; 3.867,47 ; 3.867,47 ; 3.867,47 ; 7.144,75 ; 47.631,70 
SP;NOVA LUZITANIA;3533304; 5.112,17 ; 5.623,39 ; 6.134,60 ; 6.645,82 ; 7.128,35 ; 7.661,07 ; 7.661,07 ; 8.171,80 ; 8.369,27 ; 8.369,41 ; 8.369,41 ; 8.369,41 ; 15.461,60 ; 103.077,37 
SP;OCAUCU;3533700; 20.550,39 ; 22.605,42 ; 24.660,46 ; 26.715,50 ; 28.663,81 ; 30.798,87 ; 30.798,87 ; 32.852,13 ; 33.565,90 ; 33.635,80 ; 33.635,80 ; 33.635,80 ; 62.138,60 ; 414.257,35 
SP;OLEO;3533809; 9.410,08 ; 10.351,09 ; 11.292,09 ; 12.233,10 ; 13.124,97 ; 14.102,82 ; 14.102,82 ; 15.043,01 ; 15.372,43 ; 15.402,19 ; 15.402,19 ; 15.402,19 ; 28.453,93 ; 189.692,91 
SP;ONDA VERDE;3534005; 10.386,27 ; 11.424,90 ; 12.463,53 ; 13.502,16 ; 14.482,41 ; 15.564,81 ; 15.564,81 ; 16.602,46 ; 17.003,68 ; 17.003,93 ; 17.003,93 ; 17.003,93 ; 31.412,96 ; 209.419,78 
SP;ORIENTE;3534104; 9.842,99 ; 10.827,29 ; 11.811,59 ; 12.795,89 ; 13.724,86 ; 14.750,64 ; 14.750,64 ; 15.734,02 ; 16.114,28 ; 16.114,48 ; 16.114,48 ; 16.114,48 ; 29.769,81 ; 198.465,45 
SP;ORINDIUVA;3534203; 18.869,30 ; 20.756,23 ; 22.643,16 ; 24.530,09 ; 26.310,96 ; 28.277,42 ; 28.277,42 ; 30.162,58 ; 30.891,50 ; 30.891,95 ; 30.891,95 ; 30.891,95 ; 57.069,62 ; 380.464,13 
SP;OURO VERDE;3534807; 49.018,30 ; 53.920,13 ; 58.821,96 ; 63.723,79 ; 68.369,22 ; 73.463,37 ; 73.463,37 ; 78.360,92 ; 80.077,20 ; 80.232,02 ; 80.232,02 ; 80.232,02 ; 148.220,18 ; 988.134,50 
SP;PALESTINA;3535002; 30.367,08 ; 33.403,79 ; 36.440,50 ; 39.477,21 ; 42.343,17 ; 45.507,92 ; 45.507,92 ; 48.541,78 ; 49.714,88 ; 49.715,58 ; 49.715,58 ; 49.715,58 ; 91.844,28 ; 612.295,27 
SP;PALMARES PAULISTA;3535101; 41.095,42 ; 45.204,97 ; 49.314,51 ; 53.424,05 ; 57.319,95 ; 61.589,71 ; 61.589,71 ; 65.695,69 ; 67.123,89 ; 67.262,93 ; 67.262,93 ; 67.262,93 ; 124.261,17 ; 828.407,86 
SP;PALMEIRA DOESTE;3535200; 23.945,12 ; 26.339,63 ; 28.734,14 ; 31.128,66 ; 33.398,56 ; 35.886,52 ; 35.886,52 ; 38.278,96 ; 39.112,22 ; 39.192,29 ; 39.192,29 ; 39.192,29 ; 72.403,62 ; 482.690,82 
SP;PALMITAL;3535309; 67.241,27 ; 73.965,39 ; 80.689,52 ; 87.413,65 ; 94.219,72 ; 100.882,40 ; 100.882,40 ; 107.607,89 ; 109.961,05 ; 110.176,84 ; 110.176,84 ; 110.176,84 ; 203.540,09 ; 1.356.933,90 
SP;PARANAPANEMA;3535804; 59.021,29 ; 64.923,42 ; 70.825,55 ; 76.727,68 ; 82.297,73 ; 88.448,94 ; 88.448,94 ; 94.345,53 ; 96.625,57 ; 96.626,91 ; 96.626,91 ; 96.626,91 ; 178.508,01 ; 1.190.053,39 
SP;PARIQUERA-ACU;3536208; 31.225,28 ; 34.347,81 ; 37.470,34 ; 40.592,87 ; 38.509,93 ; 45.536,54 ; 45.536,54 ; 48.572,31 ; 49.746,16 ; 49.746,84 ; 49.746,84 ; 49.746,84 ; 91.902,05 ; 612.680,35 
SP;PARISI;3536257; 13.774,37 ; 15.151,80 ; 16.529,24 ; 17.906,68 ; 19.212,93 ; 20.643,73 ; 20.643,73 ; 22.019,98 ; 22.495,40 ; 22.544,86 ; 22.544,86 ; 22.544,86 ; 41.649,25 ; 277.661,69 
SP;PAULICEIA;3536406; 39.886,59 ; 43.875,25 ; 47.863,91 ; 51.852,57 ; 55.633,96 ; 59.778,05 ; 59.778,05 ; 63.763,25 ; 65.148,86 ; 65.284,32 ; 65.284,32 ; 65.284,32 ; 120.605,90 ; 804.039,35 
SP;PEDREGULHO;3537008; 64.231,04 ; 70.654,14 ; 77.077,25 ; 83.500,35 ; 89.588,18 ; 96.262,75 ; 96.262,75 ; 102.680,27 ; 104.923,34 ; 105.131,27 ; 105.131,27 ; 105.131,27 ; 194.218,93 ; 1.294.792,81 
SP;PEDRINHAS PAULISTA;3537156; 11.806,44 ; 12.987,08 ; 14.167,73 ; 15.348,37 ; 16.467,54 ; 17.694,27 ; 17.694,27 ; 18.873,89 ; 19.285,52 ; 19.324,33 ; 19.324,33 ; 19.324,33 ; 35.699,66 ; 237.997,76 
SP;PENAPOLIS;3537305; 211.096,25 ; 232.205,87 ; 253.315,50 ; 274.425,12 ; 344.544,23 ; 328.896,76 ; 328.896,76 ; 350.823,21 ; 358.441,83 ; 359.191,38 ; 359.191,38 ; 359.191,38 ; 663.568,18 ; 4.423.787,85 
SP;PEREIRA BARRETO;3537404; 42.539,18 ; 46.793,10 ; 51.047,02 ; 55.300,94 ; 59.315,62 ; 63.748,95 ; 63.748,95 ; 67.998,88 ; 69.642,21 ; 69.643,17 ; 69.643,17 ; 69.643,17 ; 128.658,41 ; 857.722,77 
SP;PIQUETE;3538501; 33.682,39 ; 37.050,63 ; 40.418,87 ; 43.787,11 ; 46.979,50 ; 50.479,62 ; 50.479,62 ; 53.844,93 ; 55.022,26 ; 55.130,36 ; 55.130,36 ; 55.130,36 ; 101.847,52 ; 678.983,53 
SP;PIRAJUI;3538907; 31.375,38 ; 34.512,92 ; 37.650,46 ; 40.788,00 ; 43.429,61 ; 46.939,08 ; 46.939,08 ; 50.068,36 ; 51.278,38 ; 51.279,06 ; 51.279,06 ; 51.279,06 ; 94.732,66 ; 631.551,11 
SP;PIRANGI;3539004; 16.494,18 ; 18.143,59 ; 19.793,01 ; 21.442,43 ; 22.999,15 ; 24.718,07 ; 24.718,07 ; 26.365,94 ; 27.003,13 ; 27.003,50 ; 27.003,50 ; 27.003,50 ; 49.886,12 ; 332.574,19 
SP;PIRAPORA DO BOM JESUS;3539103; 121.036,28 ; 133.139,91 ; 145.243,54 ; 157.347,17 ; 168.814,68 ; 181.395,40 ; 181.395,40 ; 193.488,43 ; 197.755,32 ; 198.112,41 ; 198.112,41 ; 198.112,41 ; 365.991,77 ; 2.439.945,13 
SP;PIRAPOZINHO;3539202; 43.560,87 ; 47.916,97 ; 52.273,05 ; 56.629,13 ; 62.126,29 ; 65.626,58 ; 65.626,58 ; 70.001,68 ; 71.693,41 ; 71.694,40 ; 71.694,40 ; 71.694,40 ; 132.447,84 ; 882.985,60 
